Camarosa	Hawaii-4	Arabidopsis
maker-Fvb7-2-augustus-gene-315.60-mRNA-1	FvH4_7g30310	AT1G01490
maker-Fvb7-2-augustus-gene-315.60-mRNA-1	FvH4_7g15300	AT1G01490
maker-Fvb7-3-augustus-gene-0.53-mRNA-1	FvH4_7g30310	AT1G01490
maker-Fvb7-3-augustus-gene-0.53-mRNA-1	FvH4_7g15300	AT1G01490
maker-Fvb7-3-augustus-gene-111.29-mRNA-1	FvH4_7g15300	AT1G01490
maker-Fvb7-3-augustus-gene-28.68-mRNA-1	FvH4_7g30310	AT1G01490
maker-Fvb7-3-augustus-gene-28.68-mRNA-1	FvH4_7g15300	AT1G01490
maker-Fvb7-4-augustus-gene-19.77-mRNA-1	FvH4_7g30310	AT1G01490
maker-Fvb7-4-augustus-gene-19.77-mRNA-1	FvH4_7g15300	AT1G01490
maker-Fvb7-4-snap-gene-107.40-mRNA-1	FvH4_7g15300	AT1G01490
maker-Fvb7-4-snap-gene-107.40-mRNA-1	FvH4_7g30310	AT1G01490
maker-Fvb7-1-augustus-gene-179.35-mRNA-1	FvH4_7g15170	AT1G01500
maker-Fvb7-1-augustus-gene-191.32-mRNA-1	FvH4_7g15170	AT1G01500
maker-Fvb7-2-augustus-gene-120.50-mRNA-1	FvH4_7g15170	AT1G01500
maker-Fvb7-2-augustus-gene-186.52-mRNA-1	FvH4_7g15170	AT1G01500
maker-Fvb7-3-augustus-gene-112.52-mRNA-1	FvH4_7g15170	AT1G01500
maker-Fvb7-4-augustus-gene-108.63-mRNA-1	FvH4_7g15170	AT1G01500
maker-Fvb7-1-augustus-gene-179.45-mRNA-1	FvH4_7g15140	AT1G01520
maker-Fvb7-1-augustus-gene-179.45-mRNA-1	FvH4_7g30300	AT1G01520
maker-Fvb7-1-snap-gene-191.53-mRNA-1	FvH4_7g15140	AT1G01520
maker-Fvb7-1-snap-gene-191.53-mRNA-1	FvH4_7g30300	AT1G01520
maker-Fvb7-2-augustus-gene-120.63-mRNA-1	FvH4_7g15140	AT1G01520
maker-Fvb7-2-augustus-gene-278.72-mRNA-1	FvH4_7g30300	AT1G01520
maker-Fvb7-2-augustus-gene-278.72-mRNA-1	FvH4_7g15140	AT1G01520
maker-Fvb7-2-augustus-gene-315.73-mRNA-1	FvH4_7g30300	AT1G01520
maker-Fvb7-2-augustus-gene-315.73-mRNA-1	FvH4_7g15140	AT1G01520
maker-Fvb7-2-snap-gene-186.84-mRNA-1	FvH4_7g15140	AT1G01520
maker-Fvb7-3-augustus-gene-1.49-mRNA-1	FvH4_7g30300	AT1G01520
maker-Fvb7-3-augustus-gene-1.49-mRNA-1	FvH4_7g15140	AT1G01520
maker-Fvb7-3-augustus-gene-112.42-mRNA-1	FvH4_7g15140	AT1G01520
maker-Fvb7-3-augustus-gene-28.58-mRNA-1	FvH4_7g30300	AT1G01520
maker-Fvb7-3-augustus-gene-28.58-mRNA-1	FvH4_7g15140	AT1G01520
maker-Fvb7-4-augustus-gene-19.65-mRNA-1	FvH4_7g30300	AT1G01520
maker-Fvb7-4-augustus-gene-19.65-mRNA-1	FvH4_7g15140	AT1G01520
maker-Fvb7-4-snap-gene-108.68-mRNA-1	FvH4_7g15140	AT1G01520
maker-Fvb7-4-snap-gene-108.68-mRNA-1	FvH4_7g30300	AT1G01520
snap_masked-Fvb7-1-processed-gene-291.48-mRNA-1	FvH4_7g30300	AT1G01520
snap_masked-Fvb7-1-processed-gene-306.47-mRNA-1	FvH4_7g30300	AT1G01520
snap_masked-Fvb7-1-processed-gene-306.47-mRNA-1	FvH4_7g15140	AT1G01520
augustus_masked-Fvb7-1-processed-gene-290.6-mRNA-1	FvH4_7g30170	AT1G01540
augustus_masked-Fvb7-1-processed-gene-306.17-mRNA-1	FvH4_7g15080	AT1G01540
augustus_masked-Fvb7-1-processed-gene-306.2-mRNA-1	FvH4_7g30170	AT1G01540
augustus_masked-Fvb7-2-processed-gene-277.10-mRNA-1	FvH4_7g30170	AT1G01540
augustus_masked-Fvb7-2-processed-gene-278.15-mRNA-1	FvH4_7g15080	AT1G01540
augustus_masked-Fvb7-2-processed-gene-315.2-mRNA-1	FvH4_7g30170	AT1G01540
augustus_masked-Fvb7-2-processed-gene-315.20-mRNA-1	FvH4_7g15080	AT1G01540
augustus_masked-Fvb7-3-processed-gene-1.17-mRNA-1	FvH4_7g30170	AT1G01540
augustus_masked-Fvb7-3-processed-gene-29.10-mRNA-1	FvH4_7g30170	AT1G01540
augustus_masked-Fvb7-4-processed-gene-20.13-mRNA-1	FvH4_7g30170	AT1G01540
augustus_masked-Fvb7-4-processed-gene-20.2-mRNA-1	FvH4_7g15080	AT1G01540
maker-Fvb7-1-augustus-gene-178.47-mRNA-1	FvH4_7g15080	AT1G01540
maker-Fvb7-1-augustus-gene-190.55-mRNA-1	FvH4_7g15080	AT1G01540
maker-Fvb7-2-augustus-gene-120.54-mRNA-1	FvH4_7g15080	AT1G01540
maker-Fvb7-2-augustus-gene-185.48-mRNA-1	FvH4_7g15080	AT1G01540
maker-Fvb7-3-augustus-gene-113.33-mRNA-1	FvH4_7g15080	AT1G01540
maker-Fvb7-3-snap-gene-1.69-mRNA-1	FvH4_7g15080	AT1G01540
maker-Fvb7-3-snap-gene-28.82-mRNA-1	FvH4_7g15080	AT1G01540
maker-Fvb7-4-augustus-gene-108.57-mRNA-1	FvH4_7g15080	AT1G01540
maker-Fvb7-1-snap-gene-178.59-mRNA-1	FvH4_7g15070	AT1G01550
maker-Fvb7-2-snap-gene-185.59-mRNA-1	FvH4_7g15070	AT1G01550
maker-Fvb7-3-snap-gene-113.44-mRNA-1	FvH4_7g15070	AT1G01550
snap_masked-Fvb7-1-processed-gene-190.44-mRNA-1	FvH4_7g15070	AT1G01550
snap_masked-Fvb7-2-processed-gene-119.39-mRNA-1	FvH4_7g15070	AT1G01550
snap_masked-Fvb7-4-processed-gene-108.37-mRNA-1	FvH4_7g15070	AT1G01550
maker-Fvb5-1-augustus-gene-16.58-mRNA-1	FvH4_7g15060	AT1G01560
maker-Fvb5-2-augustus-gene-16.36-mRNA-1	FvH4_7g15060	AT1G01560
maker-Fvb5-3-augustus-gene-257.41-mRNA-1	FvH4_7g15060	AT1G01560
maker-Fvb5-4-augustus-gene-15.46-mRNA-1	FvH4_7g15060	AT1G01560
maker-Fvb7-1-augustus-gene-178.46-mRNA-1	FvH4_7g15060	AT1G01560
maker-Fvb7-1-augustus-gene-190.54-mRNA-1	FvH4_7g15060	AT1G01560
maker-Fvb7-2-augustus-gene-119.47-mRNA-1	FvH4_7g15060	AT1G01560
maker-Fvb7-2-augustus-gene-185.46-mRNA-1	FvH4_7g15060	AT1G01560
maker-Fvb7-3-augustus-gene-113.35-mRNA-1	FvH4_7g15060	AT1G01560
maker-Fvb7-4-augustus-gene-108.59-mRNA-1	FvH4_7g15060	AT1G01560
augustus_masked-Fvb5-2-processed-gene-15.13-mRNA-1	FvH4_7g14990	AT1G01570
augustus_masked-Fvb7-1-processed-gene-178.1-mRNA-1	FvH4_7g14970	AT1G01570
augustus_masked-Fvb7-1-processed-gene-190.11-mRNA-1	FvH4_7g14970	AT1G01570
augustus_masked-Fvb7-2-processed-gene-119.11-mRNA-1	FvH4_7g14970	AT1G01570
augustus_masked-Fvb7-2-processed-gene-185.9-mRNA-1	FvH4_7g14970	AT1G01570
augustus_masked-Fvb7-3-processed-gene-114.2-mRNA-1	FvH4_7g14970	AT1G01570
augustus_masked-Fvb7-4-processed-gene-109.2-mRNA-1	FvH4_7g14970	AT1G01570
maker-Fvb5-1-augustus-gene-16.55-mRNA-1	FvH4_7g14990	AT1G01570
maker-Fvb5-3-augustus-gene-257.44-mRNA-1	FvH4_7g14990	AT1G01570
maker-Fvb5-4-augustus-gene-15.43-mRNA-1	FvH4_7g14990	AT1G01570
maker-Fvb7-1-augustus-gene-190.53-mRNA-1	FvH4_7g14990	AT1G01570
maker-Fvb7-1-snap-gene-178.55-mRNA-1	FvH4_7g14990	AT1G01570
maker-Fvb7-2-augustus-gene-119.45-mRNA-1	FvH4_7g14990	AT1G01570
maker-Fvb7-2-snap-gene-185.57-mRNA-1	FvH4_7g14990	AT1G01570
maker-Fvb7-3-snap-gene-114.59-mRNA-1	FvH4_7g14990	AT1G01570
maker-Fvb7-4-augustus-gene-109.45-mRNA-1	FvH4_7g14990	AT1G01570
augustus_masked-Fvb7-1-processed-gene-306.13-mRNA-1	FvH4_7g30120	AT1G01580
augustus_masked-Fvb7-1-processed-gene-306.13-mRNA-1	FvH4_7g14960	AT1G01580
augustus_masked-Fvb7-2-processed-gene-314.10-mRNA-1	FvH4_7g30120	AT1G01580
augustus_masked-Fvb7-2-processed-gene-314.10-mRNA-1	FvH4_7g14960	AT1G01580
maker-Fvb7-1-augustus-gene-178.42-mRNA-1	FvH4_7g14960	AT1G01580
maker-Fvb7-1-augustus-gene-178.42-mRNA-1	FvH4_7g30120	AT1G01580
maker-Fvb7-1-augustus-gene-190.52-mRNA-1	FvH4_7g14960	AT1G01580
maker-Fvb7-1-augustus-gene-190.52-mRNA-1	FvH4_7g30120	AT1G01580
maker-Fvb7-1-augustus-gene-290.54-mRNA-1	FvH4_7g30120	AT1G01580
maker-Fvb7-2-augustus-gene-119.44-mRNA-1	FvH4_7g14960	AT1G01580
maker-Fvb7-2-augustus-gene-185.44-mRNA-1	FvH4_7g14960	AT1G01580
maker-Fvb7-2-snap-gene-277.92-mRNA-1	FvH4_7g30120	AT1G01580
maker-Fvb7-2-snap-gene-277.92-mRNA-1	FvH4_7g14960	AT1G01580
maker-Fvb7-3-snap-gene-1.76-mRNA-1	FvH4_7g14960	AT1G01580
maker-Fvb7-3-snap-gene-29.61-mRNA-1	FvH4_7g14960	AT1G01580
maker-Fvb7-3-snap-gene-29.61-mRNA-1	FvH4_7g30120	AT1G01580
maker-Fvb7-4-augustus-gene-109.46-mRNA-1	FvH4_7g14960	AT1G01580
maker-Fvb7-4-augustus-gene-109.46-mRNA-1	FvH4_7g30120	AT1G01580
maker-Fvb7-4-snap-gene-20.69-mRNA-1	FvH4_7g14960	AT1G01580
augustus_masked-Fvb7-1-processed-gene-175.10-mRNA-1	FvH4_7g14480	AT1G01600
augustus_masked-Fvb7-2-processed-gene-117.1-mRNA-1	FvH4_7g14480	AT1G01600
augustus_masked-Fvb7-2-processed-gene-182.12-mRNA-1	FvH4_7g14480	AT1G01600
augustus_masked-Fvb7-3-processed-gene-116.3-mRNA-1	FvH4_7g14480	AT1G01600
augustus_masked-Fvb7-4-processed-gene-111.12-mRNA-1	FvH4_7g14480	AT1G01600
maker-Fvb5-2-snap-gene-14.61-mRNA-1	FvH4_7g14480	AT1G01600
maker-Fvb5-3-snap-gene-259.60-mRNA-1	FvH4_7g14480	AT1G01600
maker-Fvb5-4-snap-gene-14.60-mRNA-1	FvH4_7g14480	AT1G01600
snap_masked-Fvb5-1-processed-gene-14.34-mRNA-1	FvH4_7g14480	AT1G01600
maker-Fvb7-2-augustus-gene-116.39-mRNA-1	FvH4_7g14440	AT1G01610
maker-Fvb7-2-augustus-gene-182.45-mRNA-1	FvH4_7g14440	AT1G01610
maker-Fvb7-3-augustus-gene-116.35-mRNA-1	FvH4_7g14440	AT1G01610
snap_masked-Fvb7-1-processed-gene-175.19-mRNA-1	FvH4_7g14440	AT1G01610
snap_masked-Fvb7-1-processed-gene-188.22-mRNA-1	FvH4_7g14440	AT1G01610
snap_masked-Fvb7-4-processed-gene-112.15-mRNA-1	FvH4_7g14440	AT1G01610
augustus_masked-Fvb5-2-processed-gene-14.0-mRNA-1	FvH4_7g14430	AT1G01620
maker-Fvb5-1-augustus-gene-14.43-mRNA-1	FvH4_7g14430	AT1G01620
maker-Fvb5-3-augustus-gene-260.42-mRNA-1	FvH4_7g14430	AT1G01620
maker-Fvb5-4-augustus-gene-13.50-mRNA-1	FvH4_7g14430	AT1G01620
maker-Fvb7-1-augustus-gene-175.33-mRNA-1	FvH4_7g14430	AT1G01620
maker-Fvb7-1-augustus-gene-187.31-mRNA-1	FvH4_7g14430	AT1G01620
maker-Fvb7-2-augustus-gene-116.38-mRNA-1	FvH4_7g14430	AT1G01620
maker-Fvb7-2-augustus-gene-182.44-mRNA-1	FvH4_7g14430	AT1G01620
maker-Fvb7-3-augustus-gene-116.36-mRNA-1	FvH4_7g14430	AT1G01620
maker-Fvb7-4-augustus-gene-112.33-mRNA-1	FvH4_7g14430	AT1G01620
maker-Fvb4-4-augustus-gene-78.60-mRNA-1	FvH4_4g22590	AT1G01630
maker-Fvb5-2-augustus-gene-52.40-mRNA-1	FvH4_4g22590	AT1G01630
maker-Fvb5-3-snap-gene-227.72-mRNA-1	FvH4_4g22590	AT1G01630
maker-Fvb5-4-augustus-gene-48.70-mRNA-1	FvH4_4g22590	AT1G01630
snap_masked-Fvb4-2-processed-gene-78.27-mRNA-1	FvH4_4g22590	AT1G01630
snap_masked-Fvb4-3-processed-gene-110.36-mRNA-1	FvH4_4g22590	AT1G01630
maker-Fvb5-1-snap-gene-14.53-mRNA-1	FvH4_7g14350	AT1G01650
maker-Fvb5-2-snap-gene-13.51-mRNA-1	FvH4_7g14350	AT1G01650
maker-Fvb5-3-augustus-gene-260.43-mRNA-1	FvH4_7g14350	AT1G01650
maker-Fvb5-4-snap-gene-13.64-mRNA-1	FvH4_7g14350	AT1G01650
maker-Fvb7-1-augustus-gene-187.30-mRNA-1	FvH4_7g14350	AT1G01650
maker-Fvb7-1-snap-gene-174.35-mRNA-1	FvH4_7g14350	AT1G01650
maker-Fvb7-2-snap-gene-116.48-mRNA-1	FvH4_7g14350	AT1G01650
maker-Fvb7-2-snap-gene-181.42-mRNA-1	FvH4_7g14350	AT1G01650
maker-Fvb7-3-augustus-gene-117.28-mRNA-1	FvH4_7g14350	AT1G01650
maker-Fvb7-4-augustus-gene-112.34-mRNA-1	FvH4_7g14350	AT1G01650
maker-Fvb7-1-augustus-gene-187.29-mRNA-1	FvH4_7g14340	AT1G01660
maker-Fvb7-2-augustus-gene-116.36-mRNA-1	FvH4_7g14340	AT1G01660
maker-Fvb7-2-augustus-gene-181.31-mRNA-1	FvH4_7g14340	AT1G01660
maker-Fvb7-3-augustus-gene-117.29-mRNA-1	FvH4_7g14340	AT1G01660
maker-Fvb7-4-augustus-gene-112.35-mRNA-1	FvH4_7g14340	AT1G01660
snap_masked-Fvb7-1-processed-gene-174.14-mRNA-1	FvH4_7g14340	AT1G01660
augustus_masked-Fvb7-4-processed-gene-112.7-mRNA-1	FvH4_7g14300	AT1G01690
maker-Fvb7-1-augustus-gene-174.27-mRNA-1	FvH4_7g14300	AT1G01690
maker-Fvb7-1-snap-gene-174.39-mRNA-1	FvH4_7g14300	AT1G01690
maker-Fvb7-1-snap-gene-187.42-mRNA-1	FvH4_7g14300	AT1G01690
maker-Fvb7-2-augustus-gene-181.37-mRNA-1	FvH4_7g14300	AT1G01690
maker-Fvb7-2-snap-gene-116.54-mRNA-1	FvH4_7g14300	AT1G01690
maker-Fvb7-3-snap-gene-117.35-mRNA-1	FvH4_7g14300	AT1G01690
augustus_masked-Fvb5-1-processed-gene-14.1-mRNA-1	FvH4_7g14290	AT1G01695
augustus_masked-Fvb5-4-processed-gene-13.17-mRNA-1	FvH4_7g14290	AT1G01695
maker-Fvb5-2-augustus-gene-13.41-mRNA-1	FvH4_7g14290	AT1G01695
maker-Fvb5-3-augustus-gene-260.36-mRNA-1	FvH4_7g14290	AT1G01695
maker-Fvb7-1-augustus-gene-173.44-mRNA-1	FvH4_7g14290	AT1G01695
maker-Fvb7-1-augustus-gene-186.48-mRNA-1	FvH4_7g14290	AT1G01695
maker-Fvb7-2-augustus-gene-116.41-mRNA-1	FvH4_7g14290	AT1G01695
maker-Fvb7-2-augustus-gene-181.35-mRNA-1	FvH4_7g14290	AT1G01695
maker-Fvb7-3-augustus-gene-118.28-mRNA-1	FvH4_7g14290	AT1G01695
maker-Fvb7-4-augustus-gene-113.35-mRNA-1	FvH4_7g14290	AT1G01695
augustus_masked-Fvb7-1-processed-gene-173.8-mRNA-1	FvH4_7g14260	AT1G01700
augustus_masked-Fvb7-1-processed-gene-186.8-mRNA-1	FvH4_7g14260	AT1G01700
augustus_masked-Fvb7-2-processed-gene-115.10-mRNA-1	FvH4_7g14260	AT1G01700
maker-Fvb7-2-augustus-gene-180.50-mRNA-1	FvH4_7g14260	AT1G01700
maker-Fvb7-3-augustus-gene-118.37-mRNA-1	FvH4_7g14260	AT1G01700
maker-Fvb7-4-augustus-gene-113.42-mRNA-1	FvH4_7g14260	AT1G01700
maker-Fvb7-1-augustus-gene-171.35-mRNA-1	FvH4_7g14150	AT1G01730
maker-Fvb7-1-augustus-gene-173.35-mRNA-1	FvH4_7g14150	AT1G01730
maker-Fvb7-2-augustus-gene-180.52-mRNA-1	FvH4_7g14150	AT1G01730
maker-Fvb7-3-augustus-gene-119.38-mRNA-1	FvH4_7g14150	AT1G01730
maker-Fvb7-4-augustus-gene-114.35-mRNA-1	FvH4_7g14150	AT1G01730
augustus_masked-Fvb5-1-processed-gene-12.8-mRNA-1	FvH4_7g14010	AT1G01740
maker-Fvb5-2-augustus-gene-12.42-mRNA-1	FvH4_7g14010	AT1G01740
maker-Fvb5-3-augustus-gene-261.52-mRNA-1	FvH4_7g14010	AT1G01740
maker-Fvb5-4-augustus-gene-12.45-mRNA-1	FvH4_7g14010	AT1G01740
maker-Fvb7-1-augustus-gene-171.30-mRNA-1	FvH4_7g14010	AT1G01740
maker-Fvb7-1-augustus-gene-172.34-mRNA-1	FvH4_7g14010	AT1G01740
maker-Fvb7-2-augustus-gene-115.43-mRNA-1	FvH4_7g14010	AT1G01740
maker-Fvb7-2-augustus-gene-179.49-mRNA-1	FvH4_7g14010	AT1G01740
maker-Fvb7-3-augustus-gene-119.46-mRNA-1	FvH4_7g14010	AT1G01740
maker-Fvb7-4-augustus-gene-114.41-mRNA-1	FvH4_7g14010	AT1G01740
augustus_masked-Fvb7-2-processed-gene-114.3-mRNA-1	FvH4_7g13880	AT1G01750
augustus_masked-Fvb7-2-processed-gene-114.3-mRNA-1	FvH4_7g13880	AT1G01750
augustus_masked-Fvb7-2-processed-gene-179.2-mRNA-1	FvH4_7g13880	AT1G01750
maker-Fvb5-1-augustus-gene-11.44-mRNA-1	FvH4_7g13880	AT1G01750
maker-Fvb5-2-snap-gene-11.55-mRNA-1	FvH4_7g13880	AT1G01750
maker-Fvb5-3-augustus-gene-262.57-mRNA-1	FvH4_7g13880	AT1G01750
maker-Fvb7-1-augustus-gene-169.45-mRNA-1	FvH4_7g13880	AT1G01750
maker-Fvb7-3-snap-gene-120.68-mRNA-1	FvH4_7g13880	AT1G01750
maker-Fvb7-4-augustus-gene-115.37-mRNA-1	FvH4_7g13880	AT1G01750
snap_masked-Fvb5-4-processed-gene-11.24-mRNA-1	FvH4_7g13880	AT1G01750
maker-Fvb7-1-augustus-gene-169.38-mRNA-1	FvH4_7g13830	AT1G01770
maker-Fvb7-2-snap-gene-114.60-mRNA-1	FvH4_7g13830	AT1G01770
maker-Fvb7-2-snap-gene-178.64-mRNA-1	FvH4_7g13830	AT1G01770
maker-Fvb7-3-snap-gene-120.80-mRNA-1	FvH4_7g13830	AT1G01770
maker-Fvb7-4-snap-gene-115.61-mRNA-1	FvH4_7g13830	AT1G01770
maker-Fvb5-1-augustus-gene-11.46-mRNA-1	FvH4_7g13840	AT1G01780
maker-Fvb5-2-augustus-gene-10.61-mRNA-1	FvH4_7g13840	AT1G01780
maker-Fvb5-3-augustus-gene-263.49-mRNA-1	FvH4_7g13840	AT1G01780
maker-Fvb5-4-augustus-gene-10.52-mRNA-1	FvH4_7g13840	AT1G01780
maker-Fvb7-1-augustus-gene-169.39-mRNA-1	FvH4_7g13840	AT1G01780
maker-Fvb7-2-augustus-gene-114.47-mRNA-1	FvH4_7g13840	AT1G01780
maker-Fvb7-2-augustus-gene-178.47-mRNA-1	FvH4_7g13840	AT1G01780
maker-Fvb7-3-augustus-gene-120.63-mRNA-1	FvH4_7g13840	AT1G01780
maker-Fvb7-4-augustus-gene-115.44-mRNA-1	FvH4_7g13840	AT1G01780
maker-Fvb7-1-augustus-gene-168.40-mRNA-1	FvH4_7g13660	AT1G01790
maker-Fvb7-3-augustus-gene-121.29-mRNA-1	FvH4_7g13660	AT1G01790
maker-Fvb7-4-augustus-gene-116.40-mRNA-1	FvH4_7g13660	AT1G01790
augustus_masked-Fvb7-1-processed-gene-168.5-mRNA-1	FvH4_7g13600	AT1G01800
maker-Fvb5-1-snap-gene-11.52-mRNA-1	FvH4_7g13600	AT1G01800
maker-Fvb5-2-augustus-gene-10.53-mRNA-1	FvH4_7g13600	AT1G01800
maker-Fvb5-3-augustus-gene-263.57-mRNA-1	FvH4_7g13600	AT1G01800
maker-Fvb5-4-snap-gene-10.59-mRNA-1	FvH4_7g13600	AT1G01800
maker-Fvb7-1-snap-gene-121.60-mRNA-1	FvH4_7g13600	AT1G01800
maker-Fvb7-2-snap-gene-113.56-mRNA-1	FvH4_7g13600	AT1G01800
maker-Fvb7-2-snap-gene-177.48-mRNA-1	FvH4_7g13600	AT1G01800
snap_masked-Fvb7-3-processed-gene-121.23-mRNA-1	FvH4_7g13600	AT1G01800
maker-Fvb7-1-augustus-gene-119.22-mRNA-1	FvH4_7g13200	AT1G01820
maker-Fvb7-1-augustus-gene-165.26-mRNA-1	FvH4_7g13200	AT1G01820
maker-Fvb7-2-augustus-gene-173.47-mRNA-1	FvH4_7g13200	AT1G01820
maker-Fvb7-2-snap-gene-110.42-mRNA-1	FvH4_7g13200	AT1G01820
maker-Fvb7-3-augustus-gene-125.37-mRNA-1	FvH4_7g13200	AT1G01820
maker-Fvb7-4-augustus-gene-119.35-mRNA-1	FvH4_7g13200	AT1G01820
augustus_masked-Fvb7-2-processed-gene-109.8-mRNA-1	FvH4_7g13170	AT1G01830
augustus_masked-Fvb7-2-processed-gene-173.6-mRNA-1	FvH4_7g13170	AT1G01830
maker-Fvb7-1-snap-gene-165.36-mRNA-1	FvH4_7g13170	AT1G01830
maker-Fvb7-3-augustus-gene-125.36-mRNA-1	FvH4_7g13170	AT1G01830
maker-Fvb7-4-snap-gene-120.27-mRNA-1	FvH4_7g13170	AT1G01830
snap_masked-Fvb7-1-processed-gene-119.11-mRNA-1	FvH4_7g13170	AT1G01830
augustus_masked-Fvb7-1-processed-gene-118.10-mRNA-1	FvH4_7g13120	AT1G01840
augustus_masked-Fvb7-1-processed-gene-165.2-mRNA-1	FvH4_7g13120	AT1G01840
augustus_masked-Fvb7-2-processed-gene-109.9-mRNA-1	FvH4_7g13120	AT1G01840
augustus_masked-Fvb7-2-processed-gene-173.9-mRNA-1	FvH4_7g13120	AT1G01840
augustus_masked-Fvb7-3-processed-gene-125.12-mRNA-1	FvH4_7g13120	AT1G01840
augustus_masked-Fvb7-4-processed-gene-120.4-mRNA-1	FvH4_7g13120	AT1G01840
maker-Fvb7-1-augustus-gene-118.41-mRNA-1	FvH4_7g13090	AT1G01860
maker-Fvb7-1-augustus-gene-165.24-mRNA-1	FvH4_7g13090	AT1G01860
maker-Fvb7-2-snap-gene-173.55-mRNA-1	FvH4_7g13090	AT1G01860
maker-Fvb7-3-augustus-gene-125.34-mRNA-1	FvH4_7g13090	AT1G01860
maker-Fvb7-4-snap-gene-120.32-mRNA-1	FvH4_7g13090	AT1G01860
snap_masked-Fvb7-2-processed-gene-109.21-mRNA-1	FvH4_7g13090	AT1G01860
augustus_masked-Fvb7-2-processed-gene-172.5-mRNA-1	FvH4_7g12990	AT1G01880
maker-Fvb7-1-snap-gene-164.32-mRNA-1	FvH4_7g12990	AT1G01880
maker-Fvb7-2-augustus-gene-109.33-mRNA-1	FvH4_7g12990	AT1G01880
maker-Fvb7-3-augustus-gene-126.36-mRNA-1	FvH4_7g12990	AT1G01880
maker-Fvb7-4-augustus-gene-121.36-mRNA-1	FvH4_7g12990	AT1G01880
snap_masked-Fvb7-1-processed-gene-118.15-mRNA-1	FvH4_7g12990	AT1G01880
maker-Fvb7-1-snap-gene-163.44-mRNA-1	FvH4_7g12910	AT1G01910
maker-Fvb7-2-augustus-gene-108.47-mRNA-1	FvH4_7g12910	AT1G01910
maker-Fvb7-2-snap-gene-172.56-mRNA-1	FvH4_7g12910	AT1G01910
maker-Fvb7-3-augustus-gene-126.34-mRNA-1	FvH4_7g12910	AT1G01910
maker-Fvb7-4-augustus-gene-122.30-mRNA-1	FvH4_7g12910	AT1G01910
maker-Fvb7-1-snap-gene-117.34-mRNA-1	FvH4_7g12930	AT1G01920
maker-Fvb7-1-snap-gene-163.41-mRNA-1	FvH4_7g12930	AT1G01920
maker-Fvb7-2-augustus-gene-108.44-mRNA-1	FvH4_7g12930	AT1G01920
maker-Fvb7-2-augustus-gene-172.37-mRNA-1	FvH4_7g12930	AT1G01920
maker-Fvb7-3-augustus-gene-126.37-mRNA-1	FvH4_7g12930	AT1G01920
maker-Fvb7-4-augustus-gene-121.37-mRNA-1	FvH4_7g12930	AT1G01920
augustus_masked-Fvb7-1-processed-gene-110.6-mRNA-1	FvH4_7g12110	AT1G01930
maker-Fvb7-1-augustus-gene-156.28-mRNA-1	FvH4_7g12110	AT1G01930
maker-Fvb7-2-augustus-gene-103.38-mRNA-1	FvH4_7g12110	AT1G01930
maker-Fvb7-3-augustus-gene-132.23-mRNA-1	FvH4_7g12110	AT1G01930
snap_masked-Fvb7-2-processed-gene-166.24-mRNA-1	FvH4_7g12110	AT1G01930
snap_masked-Fvb7-4-processed-gene-128.9-mRNA-1	FvH4_7g12110	AT1G01930
augustus_masked-Fvb5-3-processed-gene-268.6-mRNA-1	FvH4_7g12050	AT1G01950
maker-Fvb5-1-snap-gene-6.40-mRNA-1	FvH4_7g12050	AT1G01950
maker-Fvb5-2-snap-gene-5.55-mRNA-1	FvH4_7g12050	AT1G01950
maker-Fvb5-4-augustus-gene-5.46-mRNA-1	FvH4_7g12050	AT1G01950
maker-Fvb7-1-augustus-gene-156.25-mRNA-1	FvH4_7g12050	AT1G01950
maker-Fvb7-2-augustus-gene-102.45-mRNA-1	FvH4_7g12050	AT1G01950
maker-Fvb7-2-augustus-gene-166.30-mRNA-1	FvH4_7g12050	AT1G01950
maker-Fvb7-3-augustus-gene-132.26-mRNA-1	FvH4_7g12050	AT1G01950
maker-Fvb7-4-augustus-gene-128.19-mRNA-1	FvH4_7g12050	AT1G01950
snap_masked-Fvb7-1-processed-gene-110.8-mRNA-1	FvH4_7g12050	AT1G01950
augustus_masked-Fvb7-2-processed-gene-165.3-mRNA-1	FvH4_7g12020	AT1G01960
maker-Fvb7-1-snap-gene-109.24-mRNA-1	FvH4_7g12020	AT1G01960
maker-Fvb7-1-snap-gene-155.35-mRNA-1	FvH4_7g12020	AT1G01960
maker-Fvb7-2-snap-gene-102.47-mRNA-1	FvH4_7g12020	AT1G01960
maker-Fvb7-3-snap-gene-132.32-mRNA-1	FvH4_7g12020	AT1G01960
maker-Fvb7-4-snap-gene-129.33-mRNA-1	FvH4_7g12020	AT1G01960
maker-Fvb7-1-augustus-gene-109.22-mRNA-1	FvH4_7g12010	AT1G01970
maker-Fvb7-1-augustus-gene-155.33-mRNA-1	FvH4_7g12010	AT1G01970
maker-Fvb7-2-augustus-gene-165.14-mRNA-1	FvH4_7g12010	AT1G01970
maker-Fvb7-2-snap-gene-102.52-mRNA-1	FvH4_7g12010	AT1G01970
maker-Fvb7-3-augustus-gene-133.34-mRNA-1	FvH4_7g12010	AT1G01970
maker-Fvb7-4-augustus-gene-129.24-mRNA-1	FvH4_7g12010	AT1G01970
maker-Fvb5-1-augustus-gene-5.40-mRNA-1	FvH4_7g11810	AT1G02010
maker-Fvb5-3-augustus-gene-269.50-mRNA-1	FvH4_7g11810	AT1G02010
