chromosome,name,start,stop,window_size,classification,value
Fvb1-1,maker-Fvb1-1-augustus-gene-211.35,21146689,21147686,1000,LTR_right,0.2965
Fvb1-1,maker-Fvb1-1-augustus-gene-211.46,21185141,21188975,1000,LTR_right,0.37
Fvb1-1,maker-Fvb1-1-snap-gene-212.39,21233814,21234898,1000,LTR_right,0.2535
Fvb1-1,maker-Fvb1-1-augustus-gene-213.29,21327707,21333575,1000,LTR_right,0.3185
Fvb1-1,augustus_masked-Fvb1-1-processed-gene-213.5,21340010,21341844,1000,LTR_right,0.4975
Fvb1-1,maker-Fvb1-1-snap-gene-214.41,21456005,21467018,1000,LTR_right,0.29
Fvb1-1,maker-Fvb1-1-augustus-gene-214.24,21471092,21473227,1000,LTR_right,0.421
Fvb1-1,maker-Fvb1-1-augustus-gene-215.51,21538980,21543768,1000,LTR_right,0.3365
Fvb1-1,maker-Fvb1-1-snap-gene-219.51,21907897,21911447,1000,LTR_right,0.3335
Fvb1-1,maker-Fvb1-1-snap-gene-219.53,21928493,21934354,1000,LTR_right,0.3945
Fvb1-1,snap_masked-Fvb1-1-processed-gene-219.31,21948482,21952677,1000,LTR_right,0.635
Fvb1-1,maker-Fvb1-1-snap-gene-219.56,21965452,21966106,1000,LTR_right,0.2835
Fvb1-1,maker-Fvb1-1-snap-gene-222.62,22276288,22276771,1000,LTR_right,0.2635
Fvb1-1,snap_masked-Fvb1-1-processed-gene-223.43,22318216,22318586,1000,LTR_right,0.34
Fvb1-1,snap_masked-Fvb1-1-processed-gene-225.28,22500197,22500819,1000,LTR_right,0.337
Fvb1-1,snap_masked-Fvb1-1-processed-gene-225.32,22508140,22510313,1000,LTR_right,0.4595
Fvb1-1,maker-Fvb1-1-augustus-gene-225.54,22546735,22550032,1000,LTR_right,0.266
Fvb1-1,maker-Fvb1-1-snap-gene-227.67,22755081,22761033,1000,LTR_right,0.3965
Fvb1-1,maker-Fvb1-1-snap-gene-228.63,22823598,22824460,1000,LTR_right,0.2895
Fvb1-1,snap_masked-Fvb1-1-processed-gene-228.34,22844543,22846349,1000,LTR_right,0.418
Fvb1-1,augustus_masked-Fvb1-1-processed-gene-228.7,22859007,22859411,1000,LTR_right,0.461
Fvb1-1,snap_masked-Fvb1-1-processed-gene-229.22,22906660,22909516,1000,LTR_right,0.2905
Fvb1-1,maker-Fvb1-1-snap-gene-231.58,23089476,23099162,1000,LTR_right,0.3845
Fvb1-1,snap_masked-Fvb1-1-processed-gene-231.27,23107170,23108695,1000,LTR_right,0.364
Fvb1-1,maker-Fvb1-1-augustus-gene-231.50,23121509,23125304,1000,LTR_right,0.4045
Fvb1-1,maker-Fvb1-1-snap-gene-232.51,23196402,23197382,1000,LTR_right,0.2965
Fvb1-1,augustus_masked-Fvb1-1-processed-gene-233.0,23296197,23296502,1000,LTR_right,0.5
Fvb1-1,maker-Fvb1-1-snap-gene-233.69,23300317,23302710,1000,LTR_right,0.398
Fvb1-1,maker-Fvb1-1-augustus-gene-235.45,23499044,23502217,1000,LTR_right,0.308
Fvb1-1,maker-Fvb1-1-snap-gene-235.62,23505826,23506173,1000,LTR_right,0.545
Fvb1-1,maker-Fvb1-1-augustus-gene-235.47,23541103,23543822,1000,LTR_right,0.433
Fvb1-1,maker-Fvb1-1-augustus-gene-236.46,23594438,23597382,1000,LTR_right,0.4005
Fvb1-1,augustus_masked-Fvb1-1-processed-gene-237.16,23734721,23734936,1000,LTR_right,0.469
Fvb1-1,maker-Fvb1-1-augustus-gene-239.59,23937820,23940378,1000,LTR_right,0.381
Fvb1-1,maker-Fvb1-1-augustus-gene-240.62,23990713,23993056,1000,LTR_right,0.5
Fvb1-1,maker-Fvb1-1-augustus-gene-242.41,24221771,24228981,1000,LTR_right,0.2805
Fvb1-1,maker-Fvb1-1-snap-gene-243.87,24311911,24314775,1000,LTR_right,0.306
Fvb1-1,augustus_masked-Fvb1-1-processed-gene-244.1,24397414,24400347,1000,LTR_right,0.4785
Fvb1-1,augustus_masked-Fvb1-1-processed-gene-246.2,24598455,24598805,1000,LTR_right,0.4845
Fvb1-1,maker-Fvb1-1-augustus-gene-246.60,24605556,24607562,1000,LTR_right,0.4015
Fvb1-1,maker-Fvb1-1-augustus-gene-246.61,24609523,24613021,1000,LTR_right,0.272
Fvb1-1,maker-Fvb1-1-augustus-gene-246.63,24636795,24639599,1000,LTR_right,0.31
Fvb1-1,snap_masked-Fvb1-1-processed-gene-247.23,24697402,24702083,1000,LTR_right,0.3225
Fvb1-1,augustus_masked-Fvb1-1-processed-gene-247.12,24720338,24721210,1000,LTR_right,0.2945
Fvb1-1,maker-Fvb1-1-snap-gene-248.66,24838335,24840051,1000,LTR_right,0.464
Fvb1-1,maker-Fvb1-1-augustus-gene-250.48,25053805,25055709,1000,LTR_right,0.5
Fvb1-1,augustus_masked-Fvb1-1-processed-gene-251.8,25150180,25151382,1000,LTR_right,0.4545
Fvb1-1,augustus_masked-Fvb1-1-processed-gene-253.6,25366030,25366737,1000,LTR_right,0.2975
Fvb1-1,snap_masked-Fvb1-1-processed-gene-254.25,25403259,25404121,1000,LTR_right,0.311
Fvb1-1,maker-Fvb1-1-augustus-gene-254.43,25419365,25420898,1000,LTR_right,0.47
Fvb1-1,maker-Fvb1-1-augustus-gene-254.53,25448027,25454393,1000,LTR_right,0.286
Fvb1-1,maker-Fvb1-1-augustus-gene-256.58,25637239,25640436,1000,LTR_right,0.3165
Fvb1-1,maker-Fvb1-1-augustus-gene-256.51,25650427,25655977,1000,LTR_right,0.426
Fvb1-1,maker-Fvb1-1-augustus-gene-259.60,25930849,25933368,1000,LTR_right,0.331
Fvb1-1,maker-Fvb1-1-snap-gene-260.46,26009210,26012784,1000,LTR_right,0.253
Fvb1-1,snap_masked-Fvb1-1-processed-gene-261.26,26099572,26099921,1000,LTR_right,0.5
Fvb1-1,maker-Fvb1-1-snap-gene-262.49,26229370,26231189,1000,LTR_right,0.351
Fvb1-1,maker-Fvb1-1-augustus-gene-265.53,26540758,26544612,1000,LTR_right,0.256
Fvb1-1,maker-Fvb1-1-augustus-gene-266.62,26654568,26657643,1000,LTR_right,0.402
Fvb1-1,augustus_masked-Fvb1-1-processed-gene-266.15,26678216,26678731,1000,LTR_right,0.4155
Fvb1-1,maker-Fvb1-1-augustus-gene-268.46,26859014,26865480,1000,LTR_right,0.435
Fvb1-1,maker-Fvb1-1-snap-gene-269.63,26906656,26910722,1000,LTR_right,0.4315
Fvb1-1,maker-Fvb1-1-snap-gene-269.67,26931453,26935736,1000,LTR_right,0.556
Fvb1-1,maker-Fvb1-1-augustus-gene-271.66,27152942,27155362,1000,LTR_right,0.262
Fvb1-1,maker-Fvb1-1-augustus-gene-271.58,27155137,27155862,1000,LTR_right,0.339
Fvb1-1,maker-Fvb1-1-augustus-gene-271.59,27157590,27159941,1000,LTR_right,0.383
Fvb1-1,maker-Fvb1-1-augustus-gene-271.67,27157670,27159993,1000,LTR_right,0.409
Fvb1-1,maker-Fvb1-1-augustus-gene-271.60,27160055,27160857,1000,LTR_right,0.5
Fvb1-1,maker-Fvb1-1-augustus-gene-273.46,27365792,27371467,1000,LTR_right,0.5
Fvb1-1,maker-Fvb1-1-snap-gene-274.151,27418057,27419821,1000,LTR_right,0.2875
Fvb1-1,augustus_masked-Fvb1-1-processed-gene-274.6,27419615,27421228,1000,LTR_right,0.5455
Fvb1-1,snap_masked-Fvb1-1-processed-gene-274.61,27490671,27491243,1000,LTR_right,0.409
Fvb1-1,maker-Fvb1-1-augustus-gene-274.121,27503678,27510226,1000,LTR_right,0.5
Fvb1-2,snap_masked-Fvb1-2-processed-gene-1.21,124070,124607,1000,LTR_right,0.4555
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-3.9,305728,315209,1000,LTR_right,0.5215
Fvb1-2,maker-Fvb1-2-augustus-gene-5.50,525341,527034,1000,LTR_right,0.3675
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-5.19,586336,586965,1000,LTR_right,0.4615
Fvb1-2,maker-Fvb1-2-snap-gene-6.70,597775,601774,1000,LTR_right,0.258
Fvb1-2,maker-Fvb1-2-augustus-gene-7.38,723291,726783,1000,LTR_right,0.279
Fvb1-2,maker-Fvb1-2-augustus-gene-7.42,739865,744224,1000,LTR_right,0.4175
Fvb1-2,maker-Fvb1-2-snap-gene-8.69,859487,860938,1000,LTR_right,0.414
Fvb1-2,maker-Fvb1-2-augustus-gene-10.76,1032950,1037931,1000,LTR_right,0.274
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-10.9,1037448,1038095,1000,LTR_right,0.2975
Fvb1-2,maker-Fvb1-2-snap-gene-11.75,1091662,1096062,1000,LTR_right,0.3595
Fvb1-2,maker-Fvb1-2-snap-gene-11.63,1110050,1113333,1000,LTR_right,0.2595
Fvb1-2,maker-Fvb1-2-augustus-gene-11.49,1116967,1119077,1000,LTR_right,0.3765
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-11.17,1128463,1130034,1000,LTR_right,0.309
Fvb1-2,maker-Fvb1-2-augustus-gene-11.51,1133431,1139484,1000,LTR_right,0.4175
Fvb1-2,maker-Fvb1-2-augustus-gene-13.53,1306872,1310441,1000,LTR_right,0.4015
Fvb1-2,maker-Fvb1-2-snap-gene-13.59,1320486,1321651,1000,LTR_right,0.2775
Fvb1-2,snap_masked-Fvb1-2-processed-gene-15.23,1530217,1530520,1000,LTR_right,0.644
Fvb1-2,snap_masked-Fvb1-2-processed-gene-16.27,1626126,1629476,1000,LTR_right,0.2495
Fvb1-2,maker-Fvb1-2-augustus-gene-17.14,1702774,1704594,1000,LTR_right,0.3815
Fvb1-2,maker-Fvb1-2-snap-gene-18.79,1853250,1854087,1000,LTR_right,0.4555
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-20.1,1990742,1991558,1000,LTR_right,0.2755
Fvb1-2,snap_masked-Fvb1-2-processed-gene-20.24,2050148,2050417,1000,LTR_right,0.396
Fvb1-2,maker-Fvb1-2-augustus-gene-22.54,2257759,2262975,1000,LTR_right,0.311
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-22.8,2262675,2264038,1000,LTR_right,0.6035
Fvb1-2,maker-Fvb1-2-augustus-gene-23.40,2325908,2327987,1000,LTR_right,0.3765
Fvb1-2,maker-Fvb1-2-augustus-gene-23.42,2347741,2353859,1000,LTR_right,0.3755
Fvb1-2,maker-Fvb1-2-augustus-gene-23.44,2358461,2366100,1000,LTR_right,0.4295
Fvb1-2,maker-Fvb1-2-augustus-gene-24.59,2377686,2379626,1000,LTR_right,0.288
Fvb1-2,maker-Fvb1-2-augustus-gene-25.42,2499296,2501336,1000,LTR_right,0.352
Fvb1-2,maker-Fvb1-2-snap-gene-25.55,2504797,2511961,1000,LTR_right,0.2525
Fvb1-2,maker-Fvb1-2-augustus-gene-26.50,2644403,2648322,1000,LTR_right,0.5
Fvb1-2,maker-Fvb1-2-snap-gene-27.62,2751343,2759055,1000,LTR_right,0.37
Fvb1-2,maker-Fvb1-2-augustus-gene-28.49,2866850,2867396,1000,LTR_right,0.2915
Fvb1-2,maker-Fvb1-2-augustus-gene-29.57,2948550,2950855,1000,LTR_right,0.241
Fvb1-2,maker-Fvb1-2-snap-gene-30.76,2994270,2995023,1000,LTR_right,0.457
Fvb1-2,maker-Fvb1-2-snap-gene-31.59,3087280,3096222,1000,LTR_right,0.316
Fvb1-2,snap_masked-Fvb1-2-processed-gene-31.32,3183331,3186179,1000,LTR_right,0.281
Fvb1-2,maker-Fvb1-2-augustus-gene-32.63,3246430,3249350,1000,LTR_right,0.326
Fvb1-2,snap_masked-Fvb1-2-processed-gene-33.43,3315244,3323433,1000,LTR_right,0.3595
Fvb1-2,maker-Fvb1-2-augustus-gene-33.53,3349957,3353751,1000,LTR_right,0.3135
Fvb1-2,snap_masked-Fvb1-2-processed-gene-34.18,3385792,3389915,1000,LTR_right,0.5
Fvb1-2,maker-Fvb1-2-snap-gene-34.72,3431638,3432539,1000,LTR_right,0.305
Fvb1-2,snap_masked-Fvb1-2-processed-gene-35.45,3572823,3574262,1000,LTR_right,0.5695
Fvb1-2,snap_masked-Fvb1-2-processed-gene-37.30,3708384,3709021,1000,LTR_right,0.396
Fvb1-2,maker-Fvb1-2-snap-gene-37.87,3748381,3748892,1000,LTR_right,0.3505
Fvb1-2,maker-Fvb1-2-snap-gene-38.67,3805638,3805914,1000,LTR_right,0.247
Fvb1-2,snap_masked-Fvb1-2-processed-gene-39.25,3898039,3899161,1000,LTR_right,0.352
Fvb1-2,maker-Fvb1-2-augustus-gene-45.50,4486369,4489952,1000,LTR_right,0.388
Fvb1-2,maker-Fvb1-2-snap-gene-47.90,4725041,4725769,1000,LTR_right,0.445
Fvb1-2,maker-Fvb1-2-snap-gene-47.91,4730644,4733213,1000,LTR_right,0.5
Fvb1-2,maker-Fvb1-2-snap-gene-48.70,4829899,4838355,1000,LTR_right,0.4425
Fvb1-2,maker-Fvb1-2-snap-gene-48.71,4864064,4865821,1000,LTR_right,0.458
Fvb1-2,maker-Fvb1-2-augustus-gene-50.73,5071804,5076578,1000,LTR_right,0.455
Fvb1-2,snap_masked-Fvb1-2-processed-gene-51.20,5093382,5095625,1000,LTR_right,0.3135
Fvb1-2,maker-Fvb1-2-snap-gene-51.62,5167443,5172580,1000,LTR_right,0.413
Fvb1-2,maker-Fvb1-2-augustus-gene-52.59,5209329,5214113,1000,LTR_right,0.274
Fvb1-2,snap_masked-Fvb1-2-processed-gene-53.25,5301161,5301439,1000,LTR_right,0.2845
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-54.15,5412622,5413182,1000,LTR_right,0.441
Fvb1-2,maker-Fvb1-2-snap-gene-54.59,5430554,5432442,1000,LTR_right,0.381
Fvb1-2,maker-Fvb1-2-snap-gene-56.67,5654353,5655882,1000,LTR_right,0.439
Fvb1-2,snap_masked-Fvb1-2-processed-gene-57.33,5713651,5717032,1000,LTR_right,0.434
Fvb1-2,maker-Fvb1-2-snap-gene-57.73,5717666,5718537,1000,LTR_right,0.3085
Fvb1-2,maker-Fvb1-2-snap-gene-57.83,5728173,5731007,1000,LTR_right,0.249
Fvb1-2,maker-Fvb1-2-snap-gene-58.57,5779490,5781743,1000,LTR_right,0.3895
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-59.0,5889705,5890649,1000,LTR_right,0.4065
Fvb1-2,snap_masked-Fvb1-2-processed-gene-59.23,5892697,5893622,1000,LTR_right,0.3755
Fvb1-2,maker-Fvb1-2-augustus-gene-61.42,6093442,6095608,1000,LTR_right,0.424
Fvb1-2,maker-Fvb1-2-augustus-gene-61.52,6136319,6139487,1000,LTR_right,0.4195
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-63.3,6328631,6334097,1000,LTR_right,0.493
Fvb1-2,snap_masked-Fvb1-2-processed-gene-64.20,6395800,6397202,1000,LTR_right,0.521
Fvb1-2,snap_masked-Fvb1-2-processed-gene-68.40,6856528,6859769,1000,LTR_right,0.383
Fvb1-2,maker-Fvb1-2-augustus-gene-68.62,6861252,6864244,1000,LTR_right,0.4675
Fvb1-2,maker-Fvb1-2-augustus-gene-69.53,6976494,6984856,1000,LTR_right,0.41
Fvb1-2,maker-Fvb1-2-augustus-gene-71.72,7107252,7109800,1000,LTR_right,0.3285
Fvb1-2,maker-Fvb1-2-augustus-gene-71.69,7185700,7187702,1000,LTR_right,0.481
Fvb1-2,maker-Fvb1-2-snap-gene-72.38,7197967,7199161,1000,LTR_right,0.2775
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-72.6,7220316,7223916,1000,LTR_right,0.5
Fvb1-2,snap_masked-Fvb1-2-processed-gene-72.17,7234332,7235922,1000,LTR_right,0.476
Fvb1-2,maker-Fvb1-2-augustus-gene-72.34,7241287,7243983,1000,LTR_right,0.405
Fvb1-2,maker-Fvb1-2-snap-gene-72.44,7264881,7265602,1000,LTR_right,0.4275
Fvb1-2,snap_masked-Fvb1-2-processed-gene-75.23,7532937,7533590,1000,LTR_right,0.249
Fvb1-2,maker-Fvb1-2-augustus-gene-76.42,7592838,7598020,1000,LTR_right,0.3645
Fvb1-2,maker-Fvb1-2-snap-gene-77.53,7704256,7709068,1000,LTR_right,0.5
Fvb1-2,maker-Fvb1-2-snap-gene-77.59,7725083,7726466,1000,LTR_right,0.3715
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-78.5,7861548,7863582,1000,LTR_right,0.639
Fvb1-2,maker-Fvb1-2-augustus-gene-79.47,7902788,7906312,1000,LTR_right,0.354
Fvb1-2,maker-Fvb1-2-augustus-gene-80.41,7996674,8003785,1000,LTR_right,0.2845
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-80.8,8029560,8031840,1000,LTR_right,0.2735
Fvb1-2,maker-Fvb1-2-augustus-gene-81.51,8165456,8169531,1000,LTR_right,0.5
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-81.16,8168915,8169400,1000,LTR_right,0.4495
Fvb1-2,maker-Fvb1-2-augustus-gene-85.61,8501539,8503394,1000,LTR_right,0.397
Fvb1-2,maker-Fvb1-2-snap-gene-85.81,8526869,8528318,1000,LTR_right,0.2875
Fvb1-2,maker-Fvb1-2-augustus-gene-86.49,8661941,8665003,1000,LTR_right,0.5
Fvb1-2,snap_masked-Fvb1-2-processed-gene-86.42,8684217,8685399,1000,LTR_right,0.3875
Fvb1-2,maker-Fvb1-2-augustus-gene-87.36,8714782,8719935,1000,LTR_right,0.342
Fvb1-2,snap_masked-Fvb1-2-processed-gene-90.28,8979954,8980417,1000,LTR_right,0.303
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-90.12,9029591,9031272,1000,LTR_right,0.4275
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-92.6,9285650,9288701,1000,LTR_right,0.3525
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-93.1,9311820,9312451,1000,LTR_right,0.313
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-94.5,9482310,9483050,1000,LTR_right,0.289
Fvb1-2,maker-Fvb1-2-augustus-gene-95.39,9534429,9536889,1000,LTR_right,0.5
Fvb1-2,maker-Fvb1-2-snap-gene-95.61,9569726,9574389,1000,LTR_right,0.4
Fvb1-2,maker-Fvb1-2-snap-gene-96.45,9658858,9659544,1000,LTR_right,0.2515
Fvb1-2,maker-Fvb1-2-snap-gene-97.63,9664422,9674952,1000,LTR_right,0.3965
Fvb1-2,maker-Fvb1-2-snap-gene-99.43,9972875,9973595,1000,LTR_right,0.4785
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-102.3,10231672,10232657,1000,LTR_right,0.383
Fvb1-2,maker-Fvb1-2-snap-gene-104.47,10445667,10449845,1000,LTR_right,0.4235
Fvb1-2,maker-Fvb1-2-augustus-gene-104.29,10453080,10453926,1000,LTR_right,0.414
Fvb1-2,maker-Fvb1-2-augustus-gene-104.35,10475466,10478728,1000,LTR_right,0.4025
Fvb1-2,snap_masked-Fvb1-2-processed-gene-107.30,10684710,10695562,1000,LTR_right,0.2645
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-108.4,10821616,10821891,1000,LTR_right,0.299
Fvb1-2,maker-Fvb1-2-snap-gene-108.81,10844836,10850225,1000,LTR_right,0.452
Fvb1-2,maker-Fvb1-2-augustus-gene-108.52,10855687,10862864,1000,LTR_right,0.33
Fvb1-2,snap_masked-Fvb1-2-processed-gene-109.27,10977306,10977922,1000,LTR_right,0.4155
Fvb1-2,snap_masked-Fvb1-2-processed-gene-110.24,11012551,11019495,1000,LTR_right,0.456
Fvb1-2,maker-Fvb1-2-snap-gene-110.73,11014802,11019715,1000,LTR_right,0.6215
Fvb1-2,snap_masked-Fvb1-2-processed-gene-110.40,11075633,11078243,1000,LTR_right,0.5005
Fvb1-2,snap_masked-Fvb1-2-processed-gene-111.12,11104176,11104646,1000,LTR_right,0.338
Fvb1-2,maker-Fvb1-2-snap-gene-111.43,11185316,11186067,1000,LTR_right,0.3605
Fvb1-2,snap_masked-Fvb1-2-processed-gene-112.23,11235200,11236705,1000,LTR_right,0.464
Fvb1-2,maker-Fvb1-2-snap-gene-112.40,11273752,11277944,1000,LTR_right,0.2625
Fvb1-2,maker-Fvb1-2-snap-gene-113.55,11299508,11303672,1000,LTR_right,0.2755
Fvb1-2,maker-Fvb1-2-augustus-gene-113.45,11332990,11339046,1000,LTR_right,0.286
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-113.6,11365858,11366862,1000,LTR_right,0.4465
Fvb1-2,snap_masked-Fvb1-2-processed-gene-114.29,11485308,11486187,1000,LTR_right,0.441
Fvb1-2,snap_masked-Fvb1-2-processed-gene-115.12,11561027,11561272,1000,LTR_right,0.4325
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-116.7,11601489,11601842,1000,LTR_right,0.3445
Fvb1-2,maker-Fvb1-2-augustus-gene-119.37,11949931,11950973,1000,LTR_right,0.315
Fvb1-2,snap_masked-Fvb1-2-processed-gene-120.8,11991055,11991476,1000,LTR_right,0.488
Fvb1-2,maker-Fvb1-2-snap-gene-121.49,12106859,12107706,1000,LTR_right,0.2735
Fvb1-2,snap_masked-Fvb1-2-processed-gene-121.30,12177094,12177345,1000,LTR_right,0.556
Fvb1-2,snap_masked-Fvb1-2-processed-gene-123.14,12296866,12298274,1000,LTR_right,0.3935
Fvb1-2,snap_masked-Fvb1-2-processed-gene-123.39,12376923,12377129,1000,LTR_right,0.4005
Fvb1-2,snap_masked-Fvb1-2-processed-gene-124.18,12436221,12437287,1000,LTR_right,0.6725
Fvb1-2,maker-Fvb1-2-augustus-gene-124.34,12482360,12489556,1000,LTR_right,0.43
Fvb1-2,snap_masked-Fvb1-2-processed-gene-127.15,12720231,12724320,1000,LTR_right,0.3475
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-128.8,12852920,12854155,1000,LTR_right,0.368
Fvb1-2,maker-Fvb1-2-augustus-gene-128.27,12877581,12882740,1000,LTR_right,0.455
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-129.7,12982252,12987384,1000,LTR_right,0.5
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-132.3,13202856,13205639,1000,LTR_right,0.4065
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-132.4,13238965,13239435,1000,LTR_right,0.5
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-132.5,13239710,13241249,1000,LTR_right,0.387
Fvb1-2,maker-Fvb1-2-augustus-gene-132.24,13260844,13263950,1000,LTR_right,0.359
Fvb1-2,maker-Fvb1-2-augustus-gene-133.27,13342984,13346095,1000,LTR_right,0.555
Fvb1-2,maker-Fvb1-2-augustus-gene-135.25,13527585,13528036,1000,LTR_right,0.4285
Fvb1-2,maker-Fvb1-2-augustus-gene-135.27,13536162,13538846,1000,LTR_right,0.737
Fvb1-2,maker-Fvb1-2-snap-gene-136.51,13606535,13612529,1000,LTR_right,0.292
Fvb1-2,maker-Fvb1-2-snap-gene-136.46,13644174,13645063,1000,LTR_right,0.506
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-136.6,13652211,13652417,1000,LTR_right,0.361
Fvb1-2,maker-Fvb1-2-snap-gene-138.37,13853523,13855137,1000,LTR_right,0.363
Fvb1-2,maker-Fvb1-2-snap-gene-138.30,13878320,13882855,1000,LTR_right,0.5
Fvb1-2,maker-Fvb1-2-snap-gene-139.27,13886884,13890158,1000,LTR_right,0.81
Fvb1-2,maker-Fvb1-2-augustus-gene-140.36,14000443,14004201,1000,LTR_right,0.5595
Fvb1-2,maker-Fvb1-2-snap-gene-140.56,14020517,14023052,1000,LTR_right,0.3185
Fvb1-2,snap_masked-Fvb1-2-processed-gene-140.22,14028607,14034893,1000,LTR_right,0.2595
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-140.13,14052602,14053363,1000,LTR_right,0.2565
Fvb1-2,maker-Fvb1-2-augustus-gene-140.41,14076015,14079862,1000,LTR_right,0.5
Fvb1-2,maker-Fvb1-2-snap-gene-141.36,14096577,14097125,1000,LTR_right,0.2625
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-141.3,14115689,14117134,1000,LTR_right,0.24
Fvb1-2,snap_masked-Fvb1-2-processed-gene-141.23,14162015,14164000,1000,LTR_right,0.413
Fvb1-2,maker-Fvb1-2-snap-gene-144.20,14444162,14447836,1000,LTR_right,0.4145
Fvb1-2,maker-Fvb1-2-snap-gene-144.27,14478960,14481498,1000,LTR_right,0.418
Fvb1-2,maker-Fvb1-2-snap-gene-144.26,14481505,14482111,1000,LTR_right,0.245
Fvb1-2,maker-Fvb1-2-snap-gene-145.22,14494708,14495140,1000,LTR_right,0.4695
Fvb1-2,snap_masked-Fvb1-2-processed-gene-145.14,14527226,14527468,1000,LTR_right,0.448
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-145.6,14537067,14543363,1000,LTR_right,0.4195
Fvb1-2,snap_masked-Fvb1-2-processed-gene-147.28,14741732,14742172,1000,LTR_right,0.3475
Fvb1-2,maker-Fvb1-2-snap-gene-148.25,14804038,14805742,1000,LTR_right,0.5
Fvb1-2,maker-Fvb1-2-augustus-gene-148.20,14805756,14807523,1000,LTR_right,0.471
Fvb1-2,maker-Fvb1-2-augustus-gene-148.22,14840837,14842774,1000,LTR_right,0.5015
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-148.10,14882967,14884765,1000,LTR_right,0.3345
Fvb1-2,maker-Fvb1-2-snap-gene-150.21,15017565,15022738,1000,LTR_right,0.349
Fvb1-2,maker-Fvb1-2-snap-gene-150.30,15051486,15051865,1000,LTR_right,0.251
Fvb1-2,snap_masked-Fvb1-2-processed-gene-151.24,15125666,15127452,1000,LTR_right,0.719
Fvb1-2,snap_masked-Fvb1-2-processed-gene-151.16,15125889,15127476,1000,LTR_right,0.707
Fvb1-2,maker-Fvb1-2-augustus-gene-152.39,15216367,15219687,1000,LTR_right,0.4605
Fvb1-2,snap_masked-Fvb1-2-processed-gene-153.12,15299318,15300449,1000,LTR_right,0.2845
Fvb1-2,maker-Fvb1-2-snap-gene-153.34,15360428,15361644,1000,LTR_right,0.2835
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-153.10,15377608,15378207,1000,LTR_right,0.2895
Fvb1-2,maker-Fvb1-2-augustus-gene-154.30,15431613,15437866,1000,LTR_right,0.2505
Fvb1-2,maker-Fvb1-2-snap-gene-155.53,15560048,15562421,1000,LTR_right,0.447
Fvb1-2,maker-Fvb1-2-snap-gene-156.29,15660486,15661642,1000,LTR_right,0.3335
Fvb1-2,maker-Fvb1-2-augustus-gene-160.36,15987889,15991834,1000,LTR_right,0.3175
Fvb1-2,maker-Fvb1-2-snap-gene-160.40,16011239,16014244,1000,LTR_right,0.287
Fvb1-2,maker-Fvb1-2-snap-gene-160.49,16015723,16016973,1000,LTR_right,0.5
Fvb1-2,maker-Fvb1-2-augustus-gene-160.31,16025487,16029676,1000,LTR_right,0.5
Fvb1-2,maker-Fvb1-2-snap-gene-160.53,16055163,16059216,1000,LTR_right,0.461
Fvb1-2,maker-Fvb1-2-snap-gene-162.22,16202975,16204295,1000,LTR_right,0.313
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-162.2,16214567,16214904,1000,LTR_right,0.369
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-162.8,16231167,16233994,1000,LTR_right,0.4585
Fvb1-2,maker-Fvb1-2-augustus-gene-162.19,16256801,16258075,1000,LTR_right,0.271
Fvb1-2,snap_masked-Fvb1-2-processed-gene-164.17,16437436,16438910,1000,LTR_right,0.368
Fvb1-2,maker-Fvb1-2-snap-gene-167.42,16788319,16789577,1000,LTR_right,0.4385
Fvb1-2,augustus_masked-Fvb1-2-processed-gene-168.0,16803460,16804379,1000,LTR_right,0.5
